ID,year,type,division,subdivision,major
5308,2016,Major,I,5,Biological Sciences
5156,2016,Major,II,2,Psychology
5178,2016,Major,II,5,Anthropology
5316,2016,Major,II,2,Psychology
5969,2016,Major,II,2,Economics
5810,2016,Major,I,5,Biological Sciences
6061,2016,Major,I,5,Biological Sciences
5283,2016,Major,II,5,Political Science
5617,2016,Major,NA,NA,Radio/Television/Film
7,2012,Major,II,1,Math Methods in the Social Sciences
18,2012,Major,II,2,Economics
25,2012,Major,II,2,Economics
26,2012,Major,II,2,Economics
29,2012,Major,II,5,Political Science
37,2012,Major,I,1,Mathematics
39,2012,Major,II,1,Math Methods in the Social Sciences
47,2012,Major,II,2,Economics
48,2012,Major,II,6,International Studies
58,2012,Major,II,2,Economics
62,2012,Major,III,2,English
66,2012,Major,NA,NA,Voice & Opera
71,2012,Major,NA,NA,String Instruments
72,2012,Major,II,6,International Studies
75,2012,Major,NA,NA,Voice & Opera
78,2012,Major,II,6,International Studies
82,2012,Major,II,5,Political Science
89,2012,Major,II,6,International Studies
92,2012,Major,II,2,Psychology
104,2012,Major,III,1,French
105,2012,Major,II,2,Economics
107,2012,Major,II,5,Political Science
111,2012,Major,NA,NA,Wind & Percussion Instruments
113,2012,Major,NA,NA,String Instruments
115,2012,Major,NA,NA,Music Ad Hoc
118,2012,Major,NA,NA,String Instruments
120,2012,Major,I,1,Mathematics
124,2012,Major,II,6,International Studies
125,2012,Major,II,7,History
127,2012,Major,III,3.5,Art History
128,2012,Major,II,2,Economics
131,2012,Major,II,2,Economics
132,2012,Major,II,2,Psychology
133,2012,Major,I,1,Computer Science
134,2012,Major,NA,NA,Music Cognition
136,2012,Major,NA,NA,Piano
137,2012,Major,II,7,History
145,2012,Major,I,5,Biological Sciences
147,2012,Major,NA,NA,Composition
148,2012,Major,NA,NA,Voice & Opera
156,2012,Major,I,5,Biological Sciences
171,2012,Major,II,1,Math Methods in the Social Sciences
176,2012,Major,III,2,English
178,2012,Major,II,2,Psychology
179,2012,Major,II,5,Political Science
180,2012,Major,II,6,European Studies
181,2012,Major,II,5,Political Science
184,2012,Major,II,6,International Studies
189,2012,Major,III,1.25,German
190,2012,Major,II,6,American Studies
191,2012,Major,II,2,Economics
196,2012,Major,III,3,Philosophy
198,2012,Major,II,2,Economics
202,2012,Major,III,3,Philosophy
203,2012,Major,II,5,Legal Studies
206,2012,Major,III,2.5,Classics
209,2012,Major,II,7,History
210,2012,Major,II,2,Economics
214,2012,Major,II,5,Political Science
215,2012,Major,II,2,Psychology
219,2012,Major,III,2,English
221,2012,Major,II,6,International Studies
231,2012,Major,III,1,Spanish
232,2012,Major,II,2,Economics
235,2012,Major,III,3.5,Art History
237,2012,Major,III,4,Jewish Studies
239,2012,Major,II,2,Psychology
240,2012,Major,II,2,Economics
252,2012,Major,II,2,Economics
254,2012,Major,II,2,Economics
256,2012,Major,II,7,History
257,2012,Major,II,5,Sociology
259,2012,Major,II,2,Psychology
260,2012,Major,II,2,Economics
261,2012,Major,II,5,Political Science
264,2012,Major,II,2,Psychology
265,2012,Major,II,6,International Studies
266,2012,Major,II,6,International Studies
271,2012,Major,II,2,Cognitive Science
275,2012,Major,II,2,Psychology
277,2012,Major,III,1,Spanish
278,2012,Major,II,6,International Studies
280,2012,Major,II,6,International Studies
285,2012,Major,II,2,Psychology
287,2012,Major,II,5,Legal Studies
288,2012,Major,I,1,Mathematics
292,2012,Major,II,2,Psychology
293,2012,Major,II,6,International Studies
294,2012,Major,II,2,Psychology
296,2012,Major,II,1,Math Methods in the Social Sciences
297,2012,Major,II,2,Economics
301,2012,Major,II,2,Economics
302,2012,Major,III,2,English
303,2012,Major,I,1,Computer Science
305,2012,Major,III,2,English
307,2012,Major,I,1,Computer Science
308,2012,Major,II,2,Psychology
310,2012,Major,II,2,Psychology
317,2012,Major,II,2,Psychology
322,2012,Major,II,2,Psychology
323,2012,Major,II,1,Math Methods in the Social Sciences
327,2012,Major,II,2,Psychology
328,2012,Major,II,6,International Studies
329,2012,Major,III,1,Spanish
331,2012,Major,II,2,Economics
334,2012,Major,II,4,Science in Human Culture
335,2012,Major,II,6,International Studies
337,2012,Major,II,2,Psychology
341,2012,Major,III,2,English
343,2012,Major,I,3,Chemistry
344,2012,Major,II,5,Urban Studies
350,2012,Major,II,2,Economics
353,2012,Major,II,1,Math Methods in the Social Sciences
354,2012,Major,II,2,Economics
356,2012,Major,III,2,English
360,2012,Major,II,2,Economics
361,2012,Major,II,6,International Studies
365,2012,Major,II,4,Science in Human Culture
368,2012,Major,II,6,International Studies
369,2012,Major,II,6,International Studies
371,2012,Major,II,2,Economics
375,2012,Major,II,6,International Studies
389,2012,Major,III,3,Religious Studies
390,2012,Major,III,2,English
393,2012,Major,II,6,American Studies
399,2012,Major,III,4,African Studies
400,2012,Major,III,4,Gender and Sexuality Studies
401,2012,Major,II,2,Psychology
402,2012,Major,III,4,Gender and Sexuality Studies
408,2012,Major,II,6,International Studies
412,2012,Major,II,5,Legal Studies
415,2012,Major,I,1,Mathematics
416,2012,Major,II,5,Legal Studies
420,2012,Major,I,4,Environmental Sciences
421,2012,Major,II,2,Psychology
422,2012,Major,II,1,Math Methods in the Social Sciences
423,2012,Major,III,1,French
427,2012,Major,II,2,Economics
429,2012,Major,II,2,Economics
440,2012,Major,II,2,Psychology
442,2012,Major,I,3,Chemistry
443,2012,Major,II,2,Economics
444,2012,Major,II,6,International Studies
448,2012,Major,II,2,Economics
449,2012,Major,II,6,International Studies
451,2012,Major,I,5,Biological Sciences
453,2012,Major,II,6,International Studies
458,2012,Major,III,1,French
459,2012,Major,II,6,International Studies
463,2012,Major,II,6,International Studies
464,2012,Major,III,3,Religious Studies
469,2012,Major,II,2,Economics
474,2012,Major,II,6,International Studies
478,2012,Major,II,6,International Studies
493,2012,Major,II,6,International Studies
499,2012,Major,I,1,Mathematics
500,2012,Major,II,6,International Studies
501,2012,Major,II,5,Political Science
504,2012,Major,II,4,Science in Human Culture
506,2012,Major,II,2,Economics
512,2012,Major,II,7,History
514,2012,Major,II,2,Psychology
515,2012,Major,II,4,Science in Human Culture
516,2012,Major,III,3.5,Art History
518,2012,Major,II,2,Psychology
519,2012,Major,II,7,History
521,2012,Major,I,5,Biological Sciences
527,2012,Major,II,5,Political Science
529,2012,Major,II,7,History
531,2012,Major,II,6,International Studies
534,2012,Major,II,5,Political Science
536,2012,Major,II,2,Psychology
540,2012,Major,II,5,Legal Studies
545,2012,Major,II,6,International Studies
547,2012,Major,II,2,Psychology
549,2012,Major,II,5,Legal Studies
550,2012,Major,II,2,Economics
551,2012,Major,III,2,English
553,2012,Major,II,2,Economics
555,2012,Major,II,1,Math Methods in the Social Sciences
557,2012,Major,II,6,African American Studies
560,2012,Major,III,2,Comparative Literary Studies
565,2012,Major,II,1,Math Methods in the Social Sciences
571,2012,Major,I,5,Biological Sciences
575,2012,Major,II,2,Psychology
579,2012,Major,I,3,Chemistry
584,2012,Major,III,2,English
585,2012,Major,I,5,Biological Sciences
586,2012,Major,II,2,Economics
589,2012,Major,III,3.5,Art Theory and Practice
592,2012,Major,II,6,International Studies
599,2012,Major,II,2,Psychology
606,2012,Major,II,6,International Studies
607,2012,Major,II,2,Economics
609,2012,Major,II,5,Sociology
610,2012,Major,III,1,Spanish
611,2012,Major,II,2,Psychology
613,2012,Major,II,5,Sociology
616,2012,Major,III,3,Religious Studies
619,2012,Major,II,2,Economics
620,2012,Major,III,4,African Studies
622,2012,Major,II,6,International Studies
623,2012,Major,II,2,Psychology
624,2012,Major,II,5,Political Science
627,2012,Major,III,4,Gender and Sexuality Studies
630,2012,Major,II,7,History
632,2012,Major,I,1,Mathematics
633,2012,Major,III,3,Philosophy
634,2012,Major,II,7,History
637,2012,Major,II,2,Psychology
646,2012,Major,II,6,International Studies
651,2012,Major,III,1,Spanish
652,2012,Major,II,7,History
653,2012,Major,III,2,English
656,2012,Major,III,1,Spanish
661,2012,Major,II,2,Cognitive Science
662,2012,Major,NA,NA,Wind & Percussion Instruments
663,2012,Major,II,5,Urban Studies
666,2012,Major,I,5,Biological Sciences
667,2012,Major,II,2,Economics
670,2012,Major,II,6,International Studies
671,2012,Major,II,5,Legal Studies
672,2012,Major,II,2,Economics
673,2012,Major,II,2,Psychology
678,2012,Major,II,5,Political Science
682,2012,Major,II,6,International Studies
685,2012,Major,II,6,International Studies
687,2012,Major,II,6,International Studies
688,2012,Major,II,5,Political Science
693,2012,Major,I,5,Biological Sciences
697,2012,Major,I,5,Biological Sciences
699,2012,Major,II,5,Urban Studies
705,2012,Major,II,2,Economics
707,2012,Major,II,6,International Studies
711,2012,Major,I,5,Biological Sciences
713,2012,Major,II,2,Economics
714,2012,Major,II,6,International Studies
715,2012,Major,III,3,Philosophy
717,2012,Major,III,2.5,Classics
719,2012,Major,II,1,Math Methods in the Social Sciences
722,2012,Major,I,1,Mathematics
724,2012,Major,II,2,Linguistics
725,2012,Major,I,5,Biological Sciences
726,2012,Major,II,2,Cognitive Science
729,2012,Major,II,5,Legal Studies
734,2012,Major,I,4,Environmental Sciences
736,2012,Major,II,7,History
738,2012,Major,II,6,International Studies
740,2012,Major,I,3,Physics and Astronomy
741,2012,Major,II,6,International Studies
744,2012,Major,I,3,Physics and Astronomy
747,2012,Major,III,3,Philosophy
748,2012,Major,III,4,Latina & Latino Studies
752,2012,Major,I,3,Physics and Astronomy
753,2012,Major,II,2,Economics
755,2012,Major,II,2,Economics
757,2012,Major,I,1,Mathematics
759,2012,Major,II,2,Economics
762,2012,Major,III,4,Gender and Sexuality Studies
763,2012,Major,I,1,Mathematics
769,2012,Major,II,1,Math Methods in the Social Sciences
773,2012,Major,II,5,Political Science
775,2012,Major,II,6,International Studies
781,2012,Major,II,6,International Studies
785,2012,Major,II,6,International Studies
786,2012,Major,II,1,Math Methods in the Social Sciences
787,2012,Major,II,6,International Studies
791,2012,Major,II,7,History
793,2012,Major,III,3.5,Art Theory and Practice
799,2012,Major,II,2,Economics
801,2012,Major,II,2,Economics
803,2012,Major,III,7,Weinberg Ad Hoc
804,2012,Major,II,2,Economics
805,2012,Major,II,6,International Studies
807,2012,Major,II,6,International Studies
812,2012,Major,II,2,Economics
813,2012,Major,II,1,Math Methods in the Social Sciences
814,2012,Major,I,5,Biological Sciences
816,2012,Major,II,5,Political Science
820,2012,Major,II,1,Math Methods in the Social Sciences
824,2012,Major,II,6,International Studies
825,2012,Major,I,1,Mathematics
827,2012,Major,II,2,Economics
831,2012,Major,II,7,History
832,2012,Major,I,1,Mathematics
834,2012,Major,I,1,Mathematics
837,2012,Major,II,1,Math Methods in the Social Sciences
838,2012,Major,II,6,International Studies
841,2012,Major,II,6,American Studies
842,2012,Major,II,5,Legal Studies
843,2012,Major,II,7,History
845,2012,Major,II,1,Math Methods in the Social Sciences
846,2012,Major,II,2,Economics
847,2012,Major,II,5,Urban Studies
848,2012,Major,II,7,History
849,2012,Major,I,1,Mathematics
855,2012,Major,II,5,Legal Studies
856,2012,Major,II,2,Psychology
861,2012,Major,II,2,Economics
867,2012,Major,III,2,English
869,2012,Major,II,6,African American Studies
870,2012,Major,II,1,Math Methods in the Social Sciences
871,2012,Major,II,4.5,Geography
875,2012,Major,I,1,Mathematics
879,2012,Major,III,2,English
882,2012,Major,II,1,Math Methods in the Social Sciences
883,2012,Major,I,1,Statistics
884,2012,Major,II,2,Economics
886,2012,Major,III,3.5,Art History
888,2012,Major,II,1,Math Methods in the Social Sciences
889,2012,Major,II,5,Political Science
895,2012,Major,II,5,Political Science
902,2012,Major,II,2,Psychology
903,2012,Major,II,6,International Studies
907,2012,Major,II,1,Math Methods in the Social Sciences
909,2012,Major,I,1,Mathematics
913,2012,Major,II,2,Economics
916,2012,Major,II,1,Math Methods in the Social Sciences
925,2012,Major,II,2,Psychology
926,2012,Major,II,7,History
928,2012,Major,II,5,Legal Studies
939,2012,Major,II,1,Math Methods in the Social Sciences
940,2012,Major,II,2,Economics
943,2012,Major,II,5,Political Science
945,2012,Major,III,2,English
948,2012,Major,I,5,Biological Sciences
952,2012,Major,II,1,Math Methods in the Social Sciences
953,2012,Major,II,5,Political Science
954,2012,Major,II,2,Economics
955,2012,Major,II,5,Political Science
957,2012,Major,II,2,Psychology
958,2012,Major,II,5,Political Science
963,2012,Major,II,1,Math Methods in the Social Sciences
966,2012,Major,II,2,Economics
968,2012,Major,I,3,Chemistry
977,2012,Major,II,6,International Studies
979,2012,Major,II,6,International Studies
984,2012,Major,II,5,Political Science
987,2012,Major,II,5,Political Science
988,2012,Major,II,1,Math Methods in the Social Sciences
990,2012,Major,II,2,Economics
991,2012,Major,II,5,Legal Studies
994,2012,Major,II,5,Political Science
998,2012,Major,III,1,Asian Languages and Cultures
1000,2012,Major,II,6,International Studies
1003,2012,Major,III,2,English
1006,2012,Major,III,4,Gender and Sexuality Studies
1007,2012,Major,I,4,Environmental Sciences
1010,2012,Major,I,3,Chemistry
1012,2012,Major,II,5,Legal Studies
1014,2012,Major,I,1,Mathematics
1018,2012,Major,II,6,American Studies
1022,2012,Major,II,2,Psychology
1025,2012,Major,II,2,Economics
1027,2012,Major,II,2,Psychology
1029,2012,Major,II,2,Economics
1030,2012,Major,II,1,Math Methods in the Social Sciences
1031,2012,Major,II,6,International Studies
1033,2012,Major,II,2,Economics
1035,2012,Major,I,3,Physics and Astronomy
1038,2012,Major,III,3,Religious Studies
1045,2012,Major,II,2,Economics
1047,2012,Major,I,1,Statistics
1048,2012,Major,II,2,Economics
1052,2012,Major,II,6,African American Studies
1054,2012,Major,I,1,Mathematics
1055,2012,Major,II,2,Economics
1057,2012,Major,II,5,Political Science
1060,2012,Major,II,2,Economics
1063,2012,Major,I,1,Mathematics
1064,2012,Major,I,5,Biological Sciences
1065,2012,Major,III,2,English
1069,2012,Major,II,5,Political Science
1071,2012,Major,II,2,Economics
1077,2012,Major,II,5,Political Science
1078,2012,Major,I,3,Physics and Astronomy
1081,2012,Major,II,2,Psychology
1083,2012,Major,II,2,Economics
1090,2012,Major,III,3,Religious Studies
1091,2012,Major,II,5,Urban Studies
1093,2012,Major,II,6,International Studies
1104,2012,Major,II,5,Sociology
1106,2012,Major,II,2,Economics
1108,2012,Major,II,1,Math Methods in the Social Sciences
1109,2012,Major,I,1,Mathematics
1115,2012,Major,II,1,Math Methods in the Social Sciences
1116,2012,Major,I,1,Mathematics
1118,2012,Major,II,6,International Studies
1120,2012,Major,III,4,Gender and Sexuality Studies
1122,2012,Major,I,1,Mathematics
1123,2012,Major,II,2,Economics
1124,2012,Major,III,2,English
1125,2012,Major,II,5,Legal Studies
1127,2012,Major,II,1,Math Methods in the Social Sciences
1128,2012,Major,II,2,Economics
1131,2012,Major,II,6,International Studies
1139,2012,Major,III,3,Religious Studies
1142,2012,Major,III,2,English
1144,2012,Major,II,6,International Studies
1149,2012,Major,II,7,History
1150,2012,Major,II,2,Economics
1151,2012,Major,II,2,Psychology
1153,2012,Major,II,5,Political Science
1154,2012,Major,I,4,Earth & Planetary Sciences
1155,2012,Major,II,2,Economics
1161,2012,Major,III,2,English
1163,2012,Major,II,2,Economics
1164,2012,Major,I,3,Chemistry
1172,2012,Major,II,2,Psychology
1174,2012,Major,NA,NA,Slavic Languages & Literature
1175,2012,Major,II,2,Economics
1177,2012,Major,II,7,History
1178,2012,Major,I,1,Mathematics
1186,2012,Major,II,2,Economics
1187,2012,Major,II,6,International Studies
1188,2012,Major,II,1,Math Methods in the Social Sciences
1189,2012,Major,II,2,Economics
1190,2012,Major,II,5,Political Science
1194,2012,Major,II,5,Political Science
1198,2012,Major,III,3.5,Art History
1199,2012,Major,II,2,Economics
1204,2012,Major,NA,NA,Slavic Languages & Literature
1205,2012,Major,I,1,Mathematics
1207,2012,Major,II,7,History
1212,2012,Major,II,2,Economics
1214,2012,Major,III,1,Spanish
1216,2012,Major,II,2,Economics
1217,2012,Major,II,5,Political Science
1218,2012,Major,I,3,Physics and Astronomy
1222,2012,Major,III,3,Philosophy
1223,2012,Major,II,2,Psychology
1225,2012,Major,II,6,International Studies
1227,2012,Major,II,1,Math Methods in the Social Sciences
1230,2012,Major,III,1.5,Middle East & North African Studies
1232,2012,Major,II,2,Economics
1236,2012,Major,III,2,English
1238,2012,Major,I,5,Biological Sciences
1239,2012,Major,II,1,Math Methods in the Social Sciences
1240,2012,Major,II,5,Legal Studies
1241,2012,Major,II,5,Legal Studies
1243,2012,Major,II,1,Math Methods in the Social Sciences
1245,2012,Major,II,6,International Studies
1247,2012,Major,II,2,Psychology
1248,2012,Major,II,1,Math Methods in the Social Sciences
1249,2012,Major,II,2,Economics
1251,2012,Major,II,6,International Studies
1252,2012,Major,II,2,Economics
1254,2012,Major,II,6,International Studies
1258,2012,Major,III,2,English
1263,2012,Major,II,5,Legal Studies
1266,2012,Major,II,5,Political Science
1271,2012,Major,III,2,English
1272,2012,Major,II,6,International Studies
1274,2012,Major,III,3.5,Art Theory and Practice
1281,2012,Major,II,5,Political Science
1282,2012,Major,II,5,Political Science
1290,2012,Major,II,2,Psychology
1291,2012,Major,II,7,History
1296,2012,Major,II,1,Math Methods in the Social Sciences
1297,2012,Major,II,2,Economics
1299,2012,Major,III,2.5,Classics
1303,2012,Major,III,7,Weinberg Ad Hoc
1306,2012,Major,III,1,Spanish
1308,2012,Major,III,2,English
1311,2012,Major,III,3,Religious Studies
1325,2012,Major,III,2,English
1331,2012,Major,II,2,Psychology
1336,2012,Major,II,5,Political Science
1753,2012,Major,II,7,History
1924,2012,Major,II,5,Political Science
1975,2012,Major,II,1,Math Methods in the Social Sciences
2083,2012,Major,I,3,Chemistry
2369,2012,Major,II,5,Political Science
2413,2012,Major,II,6,International Studies
2470,2012,Major,I,3,Chemistry
2577,2012,Major,III,3,Religious Studies
2583,2012,Major,II,7,History
2620,2012,Major,I,1,Mathematics
2624,2012,Major,I,1,Mathematics
2628,2012,Major,II,5,Legal Studies
2638,2012,Major,II,6,International Studies
2663,2012,Major,II,2,Psychology
3044,2012,Major,I,1,Mathematics
3912,2012,Major,I,1,Mathematics
3918,2012,Major,II,2,Economics
1141,2012,Major,II,6,International Studies
139,2012,Major,NA,NA,Wind & Percussion Instruments
160,2012,Major,NA,NA,Voice & Opera
374,2012,Major,II,2,Psychology
899,2012,Major,II,6,International Studies
1168,2012,Major,II,5,Political Science
1016,2012,Major,II,5,Urban Studies
87,2012,Major,II,2,Psychology
199,2012,Major,II,2,Economics
357,2012,Major,II,6,International Studies
665,2012,Major,III,1,Spanish
758,2012,Major,II,5,Political Science
795,2012,Major,II,2,Economics
1082,2012,Major,I,1,Mathematics
141,2012,Major,NA,NA,Music Ad Hoc
286,2012,Major,II,6,International Studies
432,2012,Major,II,1,Math Methods in the Social Sciences
450,2012,Major,II,6,International Studies
654,2012,Major,III,2.5,Classics
792,2012,Major,II,2,Economics
1233,2012,Major,II,6,International Studies
782,2012,Major,II,6,International Studies
138,2012,Major,II,6,American Studies
101,2012,Major,NA,NA,Piano
106,2012,Major,I,3,Physics and Astronomy
1264,2012,Major,II,6,International Studies
482,2012,Major,III,4,Gender and Sexuality Studies
1117,2012,Major,III,3.5,Art Theory and Practice
1208,2012,Major,II,5,Political Science
1857,2012,Major,III,7,Weinberg Ad Hoc
1005,2012,Major,II,5,Political Science
86,2012,Major,III,2,Comparative Literary Studies
854,2012,Major,II,2,Linguistics
857,2012,Major,II,6,International Studies
872,2012,Major,II,5,Legal Studies
359,2012,Major,II,2,Economics
532,2012,Major,II,5,Urban Studies
644,2012,Major,II,6,International Studies
1310,2012,Major,I,5,Biological Sciences
1322,2012,Major,II,5,Political Science
129,2012,Major,NA,NA,String Instruments
298,2012,Major,II,4,Science in Human Culture
690,2012,Major,II,6,International Studies
1072,2012,Major,I,5,Biological Sciences
1135,2012,Major,II,6,International Studies
110,2012,Major,III,2,Comparative Literary Studies
523,2012,Major,II,5,Political Science
541,2012,Major,II,4.5,Geography
274,2012,Major,II,2,Psychology
346,2012,Major,I,5,Biological Sciences
614,2012,Major,II,4,Science in Human Culture
796,2012,Major,II,5,Legal Studies
591,2012,Major,III,3,Philosophy
833,2012,Major,II,6,International Studies
1250,2012,Major,II,6,International Studies
1327,2012,Major,II,6,International Studies
603,2012,Major,II,5,Sociology
643,2012,Major,II,5,Political Science
766,2012,Major,II,5,Political Science
1279,2012,Major,II,7,History
525,2012,Major,II,5,Political Science
590,2012,Major,II,6,International Studies
712,2012,Major,II,5,Urban Studies
1092,2012,Major,II,6,International Studies
186,2012,Major,II,6,International Studies
486,2012,Major,II,2,Psychology
686,2012,Major,II,6,International Studies
997,2012,Major,III,4,Jewish Studies
1182,2012,Major,I,1,Mathematics
1300,2012,Major,II,6,International Studies
1017,2012,Major,I,1,Mathematics
153,2012,Major,II,1,Math Methods in the Social Sciences
563,2012,Major,II,5,Legal Studies
995,2012,Major,II,2,Economics
1110,2012,Major,II,5,Political Science
248,2012,Major,II,4,Science in Human Culture
770,2012,Major,I,5,Biological Sciences
65,2012,Major,NA,NA,Wind & Percussion Instruments
98,2012,Major,II,6,International Studies
163,2012,Major,II,2,Psychology
216,2012,Major,II,2,Economics
224,2012,Major,II,6,International Studies
290,2012,Major,II,1,Math Methods in the Social Sciences
312,2012,Major,II,2,Psychology
366,2012,Major,II,6,International Studies
372,2012,Major,II,6,International Studies
377,2012,Major,I,1,Mathematics
425,2012,Major,II,6,International Studies
435,2012,Major,II,6,International Studies
465,2012,Major,II,6,International Studies
495,2012,Major,II,2,Economics
508,2012,Major,II,1,Math Methods in the Social Sciences
528,2012,Major,II,5,Political Science
535,2012,Major,II,5,Political Science
581,2012,Major,II,5,Sociology
583,2012,Major,II,5,Political Science
604,2012,Major,II,6,International Studies
631,2012,Major,II,5,Political Science
692,2012,Major,III,4,African Studies
702,2012,Major,II,2,Economics
716,2012,Major,II,2,Psychology
718,2012,Major,II,5,Legal Studies
721,2012,Major,II,2,Economics
754,2012,Major,II,1,Math Methods in the Social Sciences
768,2012,Major,I,1,Statistics
829,2012,Major,III,1,Spanish
874,2012,Major,II,6,International Studies
900,2012,Major,II,2,Economics
934,2012,Major,II,6,International Studies
935,2012,Major,II,5,Political Science
938,2012,Major,II,6,International Studies
972,2012,Major,II,6,International Studies
993,2012,Major,III,3,Philosophy
1039,2012,Major,II,6,International Studies
1049,2012,Major,II,6,International Studies
1066,2012,Major,I,1,Mathematics
1136,2012,Major,II,2,Economics
1156,2012,Major,III,4,Jewish Studies
1185,2012,Major,II,2,Economics
2582,2012,Major,II,2,Economics
2589,2012,Major,NA,NA,Slavic Languages & Literature
1288,2012,Major,II,5,Legal Studies
1287,2012,Major,II,6,International Studies
1074,2012,Major,II,5,Urban Studies
316,2012,Major,II,6,International Studies
151,2012,Major,II,5,Urban Studies
60,2013,Major,II,2,Economics
102,2013,Major,II,1,Math Methods in the Social Sciences
114,2013,Major,II,6,International Studies
149,2013,Major,II,2,Economics
155,2013,Major,NA,NA,Piano
158,2013,Major,II,2,Psychology
177,2013,Major,II,2,Economics
208,2013,Major,II,2,Economics
363,2013,Major,I,1,Mathematics
382,2013,Major,NA,NA,Animate Arts
428,2013,Major,I,5,Biological Sciences
436,2013,Major,II,2,Psychology
461,2013,Major,II,7,History
485,2013,Major,II,2,Economics
593,2013,Major,III,2,English
608,2013,Major,II,2,Psychology
660,2013,Major,NA,NA,String Instruments
679,2013,Major,NA,NA,String Instruments
684,2013,Major,I,1,Mathematics
691,2013,Major,II,2,Economics
720,2013,Major,I,3,Chemistry
765,2013,Major,NA,NA,Voice & Opera
789,2013,Major,NA,NA,Piano
822,2013,Major,I,3,Physics and Astronomy
866,2013,Major,II,2,Economics
891,2013,Major,NA,NA,String Instruments
896,2013,Major,III,1,Spanish
921,2013,Major,I,1,Statistics
962,2013,Major,II,7,History
1021,2013,Major,II,5,Anthropology
1032,2013,Major,II,1,Math Methods in the Social Sciences
1094,2013,Major,NA,NA,Industrial Engineering
1097,2013,Major,NA,NA,Electrical Engineering
1098,2013,Major,II,2,Economics
1100,2013,Major,II,2,Economics
1145,2013,Major,I,5,Biological Sciences
1229,2013,Major,II,2,Psychology
1253,2013,Major,NA,NA,String Instruments
1262,2013,Major,II,2,Psychology
1305,2013,Major,NA,NA,Slavic Languages & Literature
1337,2013,Major,III,2,English
1338,2013,Major,II,2,Psychology
1339,2013,Major,III,2,English
1342,2013,Major,II,5,Legal Studies
1343,2013,Major,III,4,Gender and Sexuality Studies
1346,2013,Major,III,1,Spanish
1347,2013,Major,II,7,History
1348,2013,Major,III,4,African Studies
1350,2013,Major,II,5,Political Science
1351,2013,Major,II,1,Math Methods in the Social Sciences
1352,2013,Major,III,4,Gender and Sexuality Studies
1353,2013,Major,II,2,Psychology
1355,2013,Major,I,1,Computer Science
1365,2013,Major,II,6,International Studies
1366,2013,Major,II,2,Psychology
1376,2013,Major,II,2,Psychology
1379,2013,Major,III,1,Asian Languages and Cultures
1381,2013,Major,III,4,Gender and Sexuality Studies
1383,2013,Major,II,6,International Studies
1384,2013,Major,III,1,French
1385,2013,Major,II,5,Sociology
1392,2013,Major,III,1.5,Middle East & North African Studies
1393,2013,Major,II,6,International Studies
1394,2013,Major,III,1.5,Middle East & North African Studies
1396,2013,Major,II,1,Math Methods in the Social Sciences
1398,2013,Major,II,7,History
1399,2013,Major,II,5,Political Science
1403,2013,Major,II,5,Political Science
1404,2013,Major,II,2,Cognitive Science
1407,2013,Major,II,2,Economics
1410,2013,Major,II,2,Economics
1414,2013,Major,III,1,Spanish
1419,2013,Major,II,2,Economics
1423,2013,Major,II,2,Psychology
1428,2013,Major,II,5,Urban Studies
1430,2013,Major,II,4,Science in Human Culture
1432,2013,Major,II,2,Psychology
1433,2013,Major,II,5,Political Science
1434,2013,Major,II,7,History
1436,2013,Major,II,6,International Studies
1439,2013,Major,II,6,International Studies
1440,2013,Major,II,2,Economics
1442,2013,Major,II,5,Legal Studies
1443,2013,Major,II,6,International Studies
1447,2013,Major,III,1.25,German
1453,2013,Major,II,5,Sociology
1454,2013,Major,I,4,Earth & Planetary Sciences
1462,2013,Major,II,6,International Studies
1463,2013,Major,II,1,Math Methods in the Social Sciences
1466,2013,Major,II,6,American Studies
1467,2013,Major,I,1,Mathematics
1471,2013,Major,II,5,Political Science
1473,2013,Major,III,4,Gender and Sexuality Studies
1474,2013,Major,II,5,Political Science
1475,2013,Major,II,2,Economics
1476,2013,Major,II,2,Psychology
1477,2013,Major,II,7,History
1479,2013,Major,II,6,International Studies
1483,2013,Major,III,1,Spanish
1484,2013,Major,II,2,Economics
1486,2013,Major,II,6,International Studies
1487,2013,Major,II,1,Math Methods in the Social Sciences
1489,2013,Major,II,2,Economics
1493,2013,Major,III,4,Gender and Sexuality Studies
1499,2013,Major,III,4,Gender and Sexuality Studies
1500,2013,Major,II,6,International Studies
1503,2013,Major,II,5,Legal Studies
1506,2013,Major,I,1,Mathematics
1507,2013,Major,I,1,Mathematics
1508,2013,Major,II,4,Science in Human Culture
1509,2013,Major,I,4,Earth & Planetary Sciences
1514,2013,Major,II,2,Psychology
1516,2013,Major,II,4,Science in Human Culture
1520,2013,Major,II,2,Economics
1521,2013,Major,III,2,English
1527,2013,Major,I,1,Computer Science
1531,2013,Major,III,4,African Studies
1533,2013,Major,II,2,Psychology
1535,2013,Major,II,7,History
1536,2013,Major,I,4,Environmental Sciences
1542,2013,Major,II,5,Political Science
1543,2013,Major,II,5,Political Science
1550,2013,Major,II,2,Economics
1551,2013,Major,III,2,English
1552,2013,Major,III,1,Spanish
1553,2013,Major,II,5,Political Science
1554,2013,Major,III,4,Gender and Sexuality Studies
1555,2013,Major,III,2,English
1557,2013,Major,II,2,Economics
1560,2013,Major,II,2,Economics
1563,2013,Major,II,2,Economics
1564,2013,Major,III,1,Spanish
1568,2013,Major,I,5,Biological Sciences
